datahora,Fechamento Atual
2008-01-03 17:30,18.95483333333333
2008-01-07 16:30,18.72933333333333
2008-01-09 15:30,18.908833333333327
2008-01-11 14:45,19.183833333333325
2008-01-15 13:45,18.92233333333333
2008-01-17 12:45,17.941999999999997
2008-01-21 12:00,17.307333333333336
2008-01-23 11:00,16.76033333333333
2008-01-24 18:00,17.145833333333336
2008-01-29 17:45,17.780500000000004
2008-01-31 16:45,17.533333333333335
2008-02-06 19:00,16.681333333333328
2008-02-08 17:30,16.08
2008-02-12 16:30,16.760666666666673
2008-02-14 15:30,17.929999999999996
2008-02-18 14:30,17.72283333333333
2008-02-22 12:30,18.24883333333334
2008-02-20 13:30,18.157000000000004
2008-02-26 11:30,18.390833333333337
2008-02-27 19:00,19.312000000000005
2008-02-29 17:30,19.248833333333334
2008-03-04 16:30,18.729166666666668
2008-03-06 15:45,18.971500000000002
2008-03-10 13:45,18.381666666666664
2008-03-12 11:45,18.358
2008-03-13 18:45,18.343500000000002
2008-03-17 16:30,17.92249999999999
2008-03-19 14:45,17.776833333333343
2008-03-24 14:00,17.357000000000006
2008-03-26 12:30,17.692833333333336
2008-03-28 10:30,17.541666666666668
2008-03-31 17:00,17.212166666666658
2008-04-02 15:15,18.07233333333333
2008-04-04 13:15,18.07866666666666
2008-04-08 11:15,18.23233333333333
2008-04-09 18:15,18.31066666666666
2008-04-11 16:15,17.872333333333327
2008-04-15 14:45,17.531833333333335
2008-04-17 13:30,18.236666666666668
2008-04-22 14:15,19.27066666666667
2008-04-24 14:30,19.05216666666667
2008-04-28 12:45,19.16866666666667
2008-04-30 11:00,19.393499999999996
2008-05-05 11:30,20.840166666666665
2008-05-06 18:30,21.35366666666668
2008-05-08 15:45,20.67066666666667
2008-05-12 13:45,20.463999999999995
2008-05-14 11:45,20.423166666666678
2008-05-15 18:45,20.313166666666664
2008-05-19 16:15,20.78516666666667
2008-05-21 14:15,20.66399999999999
2008-05-26 14:45,20.13749999999999
2008-05-28 12:45,20.456166666666658
2008-05-30 10:45,21.321833333333327
2008-06-02 18:15,21.601666666666667
2008-06-04 15:45,20.721999999999984
2008-06-06 14:45,20.730666666666654
2008-06-10 12:45,20.165333333333326
2008-06-12 10:45,19.250833333333333
2008-06-16 10:00,19.690666666666672
2008-06-17 16:30,20.016666666666666
2008-06-19 14:45,19.761166666666668
2008-06-23 13:15,19.118666666666673
2008-06-25 11:15,18.533333333333335
2008-06-26 18:15,18.350666666666662
2008-06-30 15:45,17.834833333333336
2008-07-02 13:45,17.678666666666665
2008-07-04 11:45,17.405666666666665
2008-07-08 10:00,17.0785
2008-07-10 18:15,17.1315
2008-07-14 16:00,17.17983333333334
2008-07-16 14:15,16.967499999999998
2008-07-18 12:30,18.341666666666665
2008-07-22 11:00,18.683333333333334
2008-07-23 18:00,18.727333333333334
2008-07-25 15:45,18.047666666666665
2008-07-29 13:45,17.55666666666667
2008-07-31 12:15,18.050666666666668
2008-08-04 10:15,18.100499999999997
2008-08-05 16:45,17.698166666666665
2008-08-07 14:45,18.33266666666666
2008-08-11 13:15,18.095499999999998
2008-08-13 11:30,17.56866666666667
2008-08-15 10:15,17.353
2008-08-18 17:45,17.055000000000003
2008-08-20 15:30,16.780499999999996
2008-08-22 13:30,17.15316666666666
2008-08-26 11:45,16.96533333333333
2008-08-28 10:00,16.694333333333336
2008-08-29 17:00,17.17516666666667
2008-09-02 15:15,16.915166666666668
2008-09-04 13:15,16.981000000000005
2008-09-08 12:45,16.694833333333335
2008-09-10 10:45,16.803000000000004
2008-09-11 17:45,16.539
2008-09-15 15:15,16.6255
2008-09-17 13:15,15.707499999999994
2008-09-19 11:30,15.755166666666671
2008-09-22 18:45,17.256333333333334
2008-09-24 16:30,16.619999999999987
2008-09-26 14:45,16.81266666666666
2008-09-30 13:15,16.194833333333335
2008-10-02 11:15,17.155499999999996
2008-10-03 18:30,16.310333333333332
2008-10-07 17:45,14.1085
2008-10-09 15:45,14.184166666666666
2008-10-13 15:45,13.275833333333336
2008-10-15 13:45,15.629666666666663
2008-10-17 12:15,13.575666666666667
2008-10-21 11:45,13.290499999999998
2008-10-23 11:15,12.794666666666672
2008-10-24 18:45,10.329666666666665
2008-10-28 17:15,10.002500000000001
2008-10-30 16:15,11.754333333333333
2008-11-03 16:30,13.574833333333336
2008-11-05 15:30,15.453666666666672
2008-11-07 14:30,13.730333333333332
2008-11-11 13:30,14.221166666666669
2008-11-13 12:30,13.679000000000004
2008-11-17 12:15,14.173166666666667
2008-11-19 11:15,13.718999999999998
2008-11-24 11:45,12.216666666666665
2008-11-25 19:15,13.048
2008-11-27 17:45,14.546166666666664
2008-12-01 16:45,14.450833333333337
2008-12-03 15:45,14.51416666666667
2008-12-05 14:45,14.8655
2008-12-09 13:45,15.779833333333329
2008-12-11 15:00,16.397500000000004
2008-12-15 14:00,16.100166666666663
2008-12-17 13:00,15.999499999999994
2008-12-19 12:00,16.55433333333334
2008-12-23 11:00,15.7665
2008-12-29 11:30,14.636500000000003
