datahora,Fechamento Atual
2008-01-23 16:00,18.260160000000006
2008-02-19 16:30,17.321699999999982
2008-03-12 11:45,18.675079999999994
2008-04-03 11:45,17.751200000000004
2008-04-25 16:15,18.394919999999974
2008-05-19 16:15,20.483840000000004
2008-06-10 18:15,20.670539999999967
2008-07-01 17:45,18.94432000000002
2008-07-23 18:00,17.691139999999994
2008-08-13 16:30,17.905339999999995
2008-09-03 16:45,17.00197999999997
2008-09-24 16:30,16.515619999999988
2008-10-16 10:30,15.414000000000044
2008-11-06 17:30,12.61790000000001
2008-12-01 16:45,13.755900000000002
2008-12-23 16:00,15.72379999999999
