datahora,Fechamento Atual
2008-01-07 11:30,18.833499999999994
2008-01-10 12:45,18.889499999999998
2008-01-15 13:45,19.096499999999995
2008-01-18 14:45,17.74219999999999
2008-01-23 16:00,16.739100000000004
2008-01-29 17:45,17.680299999999992
2008-02-06 13:30,17.3045
2008-02-11 14:30,16.133799999999997
2008-02-14 15:30,17.552899999999994
2008-02-19 16:30,17.936999999999998
2008-02-22 17:30,18.177399999999995
2008-02-27 19:00,18.984500000000008
2008-03-04 11:30,19.082800000000006
2008-03-07 12:45,18.824200000000005
2008-03-12 11:45,18.3065
2008-03-17 11:30,18.257000000000005
2008-03-20 11:15,17.631700000000002
2008-03-26 12:30,17.5669
2008-03-31 12:00,17.3783
2008-04-03 11:45,17.92209999999999
2008-04-08 11:15,18.181900000000006
2008-04-11 11:15,18.17859999999998
2008-04-16 11:45,17.59329999999999
2008-04-22 14:15,18.961400000000005
2008-04-25 16:15,19.059399999999997
2008-04-30 16:00,19.389799999999994
2008-05-06 18:30,21.435699999999997
2008-05-09 17:45,20.588500000000007
2008-05-14 16:45,20.388100000000005
2008-05-19 16:15,20.617099999999997
2008-05-23 17:00,20.4574
2008-05-28 18:15,20.5643
2008-06-02 18:15,21.486999999999995
2008-06-05 19:45,20.74279999999999
2008-06-10 18:15,20.101200000000002
2008-06-16 10:00,19.491699999999994
2008-06-18 18:45,19.966300000000007
2008-06-23 18:45,19.115000000000002
2008-06-26 18:15,18.38700000000001
2008-07-01 17:45,17.76159999999999
2008-07-04 16:45,17.396600000000003
2008-07-10 18:15,17.119300000000003
2008-07-15 18:00,17.0322
2008-07-18 18:15,18.2219
2008-07-23 18:00,18.685700000000004
2008-07-28 17:45,17.874099999999988
2008-07-31 17:45,17.958700000000004
2008-08-05 16:45,17.8394
2008-08-08 16:15,18.271
2008-08-13 16:30,17.583500000000004
2008-08-18 17:45,17.18839999999999
2008-08-21 17:00,16.90240000000001
2008-08-26 16:45,16.954999999999988
2008-08-29 17:00,17.00369999999999
2008-09-03 16:45,16.960400000000003
2008-09-08 18:15,16.793799999999994
2008-09-11 17:45,16.60560000000001
2008-09-16 16:45,16.268799999999995
2008-09-19 16:30,16.059900000000003
2008-09-24 16:30,16.849999999999998
2008-09-29 16:45,16.5845
2008-10-02 16:15,16.81299999999999
2008-10-07 17:45,14.951599999999996
2008-10-13 10:45,13.591199999999994
2008-10-16 10:30,15.129699999999993
2008-10-21 11:45,13.252600000000005
2008-10-24 13:15,11.951199999999996
2008-10-29 14:15,10.102599999999999
2008-11-03 16:30,13.019799999999993
2008-11-06 17:30,14.763300000000008
2008-11-11 19:00,14.07559999999999
2008-11-17 12:15,13.915499999999994
2008-11-21 14:00,13.245599999999994
2008-11-26 15:45,13.006400000000003
2008-12-01 16:45,14.536400000000006
2008-12-04 17:45,14.684499999999991
2008-12-09 19:15,15.671700000000005
2008-12-15 14:00,16.238100000000003
2008-12-18 15:00,16.234900000000003
2008-12-23 16:00,15.789799999999996
